datamonth,year,month,season,age, tripduration_mins ,tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
12/1/2018,2018,12,Winter, 37 , 3.88 ,233,33:42.0,37:35.6,3184,Paulus Hook,40.7141454,-74.0335519,3275,Columbus Drive,40.7183552,-74.03891444,29227,Subscriber,1981,1
12/1/2018,2018,12,Winter, 30 , 38.63 ,2318,42:54.9,21:33.4,3184,Paulus Hook,40.7141454,-74.0335519,3192,Liberty Light Rail,40.7112423,-74.0557013,26216,Subscriber,1988,1
12/1/2018,2018,12,Winter, 42 , 9.57 ,574,43:27.9,53:02.0,3184,Paulus Hook,40.7141454,-74.0335519,3269,Brunswick & 6th,40.72601173,-74.05038893,26155,Subscriber,1976,1
12/1/2018,2018,12,Winter, 30 , 6.77 ,406,43:41.8,50:28.1,3184,Paulus Hook,40.7141454,-74.0335519,3205,JC Medical Center,40.71653978,-74.04963791,29532,Subscriber,1988,1
12/1/2018,2018,12,Winter, 35 , 8.58 ,515,49:30.5,58:05.5,3184,Paulus Hook,40.7141454,-74.0335519,3211,Newark Ave,40.72152515,-74.04630454,29676,Subscriber,1983,1
12/1/2018,2018,12,Winter, 25 , 2.95 ,177,11:33.6,14:31.2,3184,Paulus Hook,40.7141454,-74.0335519,3267,Morris Canal,40.71241882,-74.03852552,29635,Subscriber,1993,1
12/1/2018,2018,12,Winter, 38 , 2.90 ,174,26:25.1,29:19.2,3184,Paulus Hook,40.7141454,-74.0335519,3267,Morris Canal,40.71241882,-74.03852552,33744,Subscriber,1980,1
12/1/2018,2018,12,Winter, 34 , 16.17 ,970,43:08.2,59:18.3,3184,Paulus Hook,40.7141454,-74.0335519,3276,Marin Light Rail,40.71458404,-74.04281706,29527,Subscriber,1984,1
12/1/2018,2018,12,Winter, 27 , 10.07 ,604,46:13.3,56:18.3,3184,Paulus Hook,40.7141454,-74.0335519,3202,Newport PATH,40.7272235,-74.0337589,29656,Subscriber,1991,1
12/1/2018,2018,12,Winter, 37 , 808.88 ,48533,50:09.7,19:03.0,3184,Paulus Hook,40.7141454,-74.0335519,3184,Paulus Hook,40.7141454,-74.0335519,26197,Subscriber,1981,2
